name,link,price,review_count,review_percentage,game_tags,Review_Category
Soulmask,https://store.steampowered.com/app/2646460/Soulmask/?snr=1_7_7_230_150_2,14.99,851,80,"['Early Access', 'Survival', 'Open World Survival Craft', 'Multiplayer', 'Sandbox', 'Building', 'Third Person', 'Open World', 'Base Building', 'Crafting', 'Action-Adventure', 'Simulation', 'Exploration', 'RPG', 'Adventure', 'Singleplayer', 'Massively Multiplayer', '3D', 'Hunting', 'Realistic']",500-1000
F1® 24,https://store.steampowered.com/app/2488620/F1_24/?snr=1_7_7_230_150_2,69.99,949,61,"['Racing', 'Sports', 'Driving', 'Multiplayer', 'Automobile Sim', 'Simulation', 'Early Access', 'VR', 'Singleplayer', 'Competitive', 'Casual', 'Realistic', 'Co-op', 'Online Co-Op', 'PvP', 'Character Customization', 'Horror', 'World War II', 'Great Soundtrack', 'eSports']",500-1000
Nine Sols,https://store.steampowered.com/app/1809540/Nine_Sols/?snr=1_7_7_230_150_5,14.99,998,88,"['Action', 'Souls-like', 'Metroidvania', 'Difficult', 'Platformer', 'Hand-drawn', '2D', 'Adventure', 'Atmospheric', 'Dark Fantasy', 'Cats', 'Sci-fi', 'Mythology', 'Gore', 'Story Rich', 'Indie', 'Martial Arts', 'Singleplayer', 'Action-Adventure', 'Comic Book']",500-1000
Killer Klowns from Outer Space: The Game,https://store.steampowered.com/app/1556100/Killer_Klowns_from_Outer_Space_The_Game/?snr=1_7_7_230_150_7,18.99,990,78,"['Multiplayer', 'Survival Horror', 'Horror', 'Violent', 'Team-Based', 'Stealth', 'Third Person', 'Survival', 'Character Customization', 'Co-op', 'Action', 'Atmospheric', 'PvP', 'Online Co-Op', 'Combat', 'Dark', 'Sci-fi', '1980s', 'Open World', 'Realistic']",500-1000
TopSpin 2K25,https://store.steampowered.com/app/1785650/TopSpin_2K25/?snr=1_7_7_230_150_8,59.99,669,54,"['Sports', 'Simulation', 'Tennis', 'PvP', 'Multiplayer', 'Singleplayer', 'Realistic', 'Controller', 'Family Friendly', 'PvE', 'Local Co-Op', 'Local Multiplayer', 'Soundtrack']",500-1000
Dusk Pub,https://store.steampowered.com/app/1974520/Dusk_Pub/?snr=1_7_7_230_150_11,5.5,654,95,"['Nudity', 'Hentai', 'Mature', 'Sexual Content', 'NSFW', 'Simulation', 'Casual', 'RPG', 'Singleplayer', 'Indie', 'Dating Sim', 'Visual Novel', 'Adventure', 'Anime', 'FPS', 'Cute', '2D', 'Fantasy', 'Romance', 'Drama']",500-1000
Ships At Sea,https://store.steampowered.com/app/1266540/Ships_At_Sea/?snr=1_7_7_230_150_12,12.49,664,67,"['Early Access', 'Exploration', 'Immersive Sim', 'Time Management', 'Naval', 'Sandbox', 'Fishing', 'Sailing', 'Transportation', 'Management', 'Simulation', 'Third Person', 'First-Person', 'Character Customization', 'Online Co-Op', 'Co-op', '3D', 'Open World', 'Relaxing', 'Realistic']",500-1000
The Crew Motorfest,https://store.steampowered.com/app/2698940/The_Crew_Motorfest/?snr=1_7_7_230_150_14,55.99,797,71,"['Racing', 'Arcade', 'Multiplayer', 'Open World', 'Driving', 'Sandbox', 'Sports', 'Singleplayer', 'PvP', 'Online Co-Op', 'Co-op', '3D']",500-1000
Laysara: Summit Kingdom,https://store.steampowered.com/app/1823950/Laysara_Summit_Kingdom/?snr=1_7_7_230_150_16,10.49,558,81,"['Strategy', 'City Builder', 'Resource Management', 'Colony Sim', 'Building', 'Real-Time with Pause', 'Immersive Sim', 'Base Building', 'Simulation', 'Management', 'Automation', 'Singleplayer', 'Economy', 'Atmospheric', 'Survival', 'Sandbox', 'Nature', 'Difficult', 'Early Access', 'Indie']",500-1000
Gatekeeper,https://store.steampowered.com/app/2106670/Gatekeeper/?snr=1_7_7_230_150_16,8.99,711,88,"['Early Access', 'Action Roguelike', 'Online Co-Op', 'Top-Down Shooter', 'Looter Shooter', 'Roguelite', 'Co-op', 'Shooter', 'Roguelike', 'Action', '3D', 'Space', 'Singleplayer', 'Bullet Hell', 'Indie', 'Third Person', 'Multiplayer', 'PvE', 'Top-Down', 'Multiple Endings']",500-1000
Storage Hustle,https://store.steampowered.com/app/2529170/Storage_Hustle/?snr=1_7_7_230_150_17,3.49,736,73,"['Immersive Sim', 'Economy', 'Sandbox', 'Trading', 'Casual', 'Capitalism', 'Automobile Sim', 'Life Sim', 'RPG', 'Resource Management', '3D', 'Management', 'Driving', 'Singleplayer', 'Realistic', 'First-Person', 'Procedural Generation', 'Open World', 'Simulation', 'Early Access']",500-1000
Contractors Showdown,https://store.steampowered.com/app/2719160/Contractors_Showdown/?snr=1_7_7_230_150_19,10.49,687,78,"['VR', 'Shooter', 'Action', 'Battle Royale', 'Multiplayer', 'FPS', 'Military', 'Immersive', 'Realistic', 'Physics', 'War', 'First-Person', 'PvP', 'PvE', 'Simulation', 'Combat', '3D']",500-1000
RIDE 5,https://store.steampowered.com/app/1650010/RIDE_5/?snr=1_7_7_230_150_20,59.99,769,62,"['Racing', 'Simulation', 'Sports', 'Split Screen', 'Motorbike', 'Bikes', 'Driving', 'Realistic', 'Multiplayer', 'Singleplayer', 'Local Multiplayer', 'First-Person', 'Third Person', 'Controller', 'PvP', 'Family Friendly', 'Physics', 'Artificial Intelligence', 'Character Customization', 'Tutorial']",500-1000
Age of Water,https://store.steampowered.com/app/2695490/Age_of_Water/?snr=1_7_7_230_150_21,29.99,949,59,"['Early Access', 'Naval', 'Post-apocalyptic', 'Open World', 'Crafting', 'Action', 'Massively Multiplayer', 'Pirates', 'Action-Adventure', 'MMORPG', 'Shooter', 'Exploration', 'Third-Person Shooter', '3D', 'Colorful', 'Stylized', 'Third Person', 'Character Customization', 'PvE', 'PvP']",500-1000
Hospital 666,https://store.steampowered.com/app/2774380/Hospital_666/?snr=1_7_7_230_150_23,4.49,537,72,"['Horror', 'Online Co-Op', 'Realistic', 'Psychological Horror', 'Multiplayer', 'Multiple Endings', 'Walking Simulator', 'Thriller', 'Supernatural', 'Adventure', 'Immersive Sim', 'PvE', 'Exploration', 'Indie', 'Mystery', 'Singleplayer', 'Action-Adventure', '3D', 'Drama', 'First-Person']",500-1000
Oddsparks: An Automation Adventure,https://store.steampowered.com/app/1817800/Oddsparks_An_Automation_Adventure/?snr=1_7_7_230_150_23,9.99,519,86,"['Early Access', 'Top-Down', 'Cute', 'Automation', 'Online Co-Op', 'Multiplayer', 'Base Building', 'Crafting', 'Colony Sim', 'Resource Management', 'Exploration', 'Adventure', 'Open World', 'Sandbox', 'Procedural Generation', 'Strategy', 'Fantasy', 'Building', 'Management', 'City Builder']",500-1000
Command & Conquer™ Generals,https://store.steampowered.com/app/2229870/Command__Conquer_Generals/?snr=1_7_7_230_150_24,19.88,704,83,"['Strategy', 'Action', 'Singleplayer', 'RTS', 'Action RPG', 'RPG', 'Multiplayer']",500-1000
ROBOBEAT,https://store.steampowered.com/app/1456760/ROBOBEAT/?snr=1_7_7_230_150_26,10.49,630,97,"['Action Roguelike', 'Rhythm', 'FPS', 'Roguelike', 'Music', 'Psychedelic', 'Adventure', 'Action', 'Futuristic', 'Boomer Shooter', 'Controller', 'Combat', 'Shooter', 'Singleplayer', 'Robots', 'Arena Shooter', 'First-Person', ""Shoot 'Em Up"", 'Arcade', 'Looter Shooter']",500-1000
Robin Hood - Sherwood Builders,https://store.steampowered.com/app/1159420/Robin_Hood__Sherwood_Builders/?snr=1_7_7_230_150_27,14.99,575,77,"['Exploration', 'Medieval', 'Open World', 'RPG', 'Adventure', 'Base Building', '3D', 'Singleplayer', 'Building', 'Management', 'Crafting', 'Atmospheric', 'Action RPG', 'Realistic', 'Action-Adventure', 'Nonlinear', 'Archery', 'Third Person', 'Survival', 'Nature']",500-1000
Arizona Sunshine® 2,https://store.steampowered.com/app/1540210/Arizona_Sunshine_2/?snr=1_7_7_230_150_27,29.99,860,86,"['Action', 'VR', 'Adventure', 'Zombies', 'Action-Adventure', 'Shooter', 'FPS', '3D', 'First-Person', 'Realistic', 'America', 'Atmospheric', 'Dark Humor', 'Dog', 'Dystopian', 'Funny', '6DOF', 'Combat', 'Linear', 'Physics']",500-1000
Vigor,https://store.steampowered.com/app/2818260/Vigor/?snr=1_7_7_230_150_30,19.99,702,59,"['Early Access', 'Looter Shooter', 'Shooter', 'Third-Person Shooter', 'Post-apocalyptic', 'FPS', 'PvP', 'Arena Shooter', 'Action', 'Realistic', 'Military', '3D', 'Third Person', '1980s', 'Alternate History', 'Atmospheric', 'Loot', 'Combat', 'Adventure', 'Base Building']",500-1000
